ItemID,Sentiment,SentimentText
28958,Positive,@abygurl yeah i know  i can't wait too 
91474,Negative,@choosenick Hope last night was good! Was sorry to have missed it  next time!
67609,Positive,"@bokardo No disrespect to women, of course  I think they just need to stand up for themselves more if that's the case."
71781,Negative,@cakesandbakes Ohh nooo!  We're in America! Lol spoilt little brat aren't I?
86532,Negative,@ChandraRyan I am lost. Please help me find a good home. 
884,Negative, @iggigg too busy to see me in London this evening. What is a boy to do?
18275,Positive,@_dznr I like it  very nice! (I'm not scared hehe)
48408,Positive,@alydenisof ~ Glad to hear it!! 
54028,Negative,@backstreetboys no more replies???  one more plsssss!! just say HI NALLELY thats it!
67027,Positive,@brittanywhalen wow.  lol
13754,Negative,&quot;QotSA and Pink Floyd are so much better at 2 am&quot; I like rage against the machine &amp; flobots that late. Neighbors called the HOA on my ass 
73028,Positive,@BrittanyASnow Thanks SO SO SO much 
59729,Positive,@betztherese you got that right 
24388,Negative,@AccioDalia jeeze hogwarts sounds like a good dream. I wannt happyyyyy dreams 
84214,Positive,"@astronewth Takk, fortsett med dine kattetweets! "
66658,Positive,"@bluenikki29 TOo many bodies under the patio already?   Hoped for opinion on a kids' ebook I'm about to publish,. Confidential/copyright."
19523,Negative,"@_dritan Dam you, I want an #android, stupid only rogers "
69698,Negative,@bumblebee182 I've been sleeping since 4pm. I woke up cause I'm hungy. Going back to bed now. NO study done  Camp was good.
76333,Positive,"@anttiakonniemi The name says it all: A21 Cocktail Lounge. Just not what I prefer for a good time  Also, gets quite hot if it's crowded."
88009,Negative,@cheapnovelty @lynnahan is it bad if I start wearing exbf's ring and necklace again? my  only faves after losing the antique diamond ring 
85450,Negative,@ceidiog I'm not in America! I'm not going anymore  You phoned earlier?
61168,Positive,@bexiclepop cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?
52347,Positive,@Asialyn this tweet is worthless without pics 
94952,Negative,"@chyeahitsalicia you're not the only bb    I want to go and do exercise and i cant, becuase im waiting for news here!"
41452,Negative,@Andy_K_97 defo! am gona miss P McC and his wee leather jacket  x
69619,Positive,"@brainychick25 np sis! wow sis, u really have so much voters! "
64010,Negative,@Boogaloo1 Not here it ain't!  I've got an epic poddy walk planned for tomorrow too...Xxx
4245,Negative, new paramore now
67400,Positive,"@bronxelf  fitting . . I've been listening to &quot;Voltaire radio&quot; on last.fm all morning.  In related news, I think I really like Jill Tracy "
53824,Positive,"@babyshazam oww . ic . Hha . I'm from jakarta , indonesia   i have a friend that loves news too n live in manila .."
46304,Positive,"@anz_rocks19 Hey thanks for the Follow Friday, I dont know how to do it, need sum 1 to teach me!!! "
24044,Positive,"@ablu272 ah, yes, I understand. Probably best that you really earn your pizza then. "
3482,Negative, so tired from work http://bit.ly/pQHGk
78795,Positive,@arien617  #ShakespeareSaturday Here's hoping  Spread the word! You're going to see Michael McIntyre? Or is this TV :O
76269,Positive,@carylsumner  Your blog? Where is it!? 
61657,Negative,@Billypaine Can't say there will be. I'm on a bit of a musical hiatus 
85418,Positive,"@ceemaccee lmao. Actually my wife Steph would say the same about me, she hasnt caved yet  lol"
44445,Positive,"@aliasgirl18 You are a NICE person, Adam Baldwin makes everything better!  And did you say you collect tea sets, too?? Dude, we're HERE."
7082,Positive,#hoppusday is the best day ever 
93999,Positive,@chriswalts You're intoxicatingly awesome. Best. Straight. Partner In Crime. Ever 
77161,Positive,@aplusk You love it because it makes your soul happy 
94752,Negative,"@couturesmith why, where's your children? "
91940,Negative,"@banjira Yep, the system doesn't like your IP (92.202.23.165) "
26051,Negative,"@Adjectiveless From the looks of things, no. "
71600,Positive,@caitlinbell18 hehe you spelled favorite the british way. 
77754,Positive,@aprilllllx love you too 
14002,Negative,"....on my left side, but not even one red spot on my right side or neck??????...... It fucking hurts!!! "
32263,Positive,@afys awww you are sweet - but the only lucky guy in my life is my baby boy Dexy 
1626,Negative,- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time. 
99623,Positive,@crouchingbadger been off openview since ntt 
86449,Positive,@chamada Will it be your first time to Italy? You're going to love it! My absolute favorite place 
31661,Positive,@Adrienne604 Oh the blue eyes are back! 
31623,Positive,@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it 
22052,Positive,"@3oh3PFR richman, so far "
69534,Positive,@andersoncooper let me see if I remember my math correctly... 60 percent of nothing is nothing right? 
53933,Negative,@Auntieemily I wanna go back in time just to get a box of Cracker Jacks when they had better toys. 
26013,Negative,@8leo  There is always a next time 
10051,Positive,"&quot;I&quot; am the second coming of me.... the first time I came around I was largely un-noticed, so I'm trying again....  I HAVE ARRIVED!!"
3129,Negative," i so wish my head would sort itself out, god i hate being 15 sometimes! "
18225,Negative,@_douchebag Princess Protection Program *hangs head* idk if there are even pictures up yet 
44449,Positive,@alibaabaa yeah - once I've got Intrepid done then jaunty is next up for me 
98295,Positive,@cookiedorksx3 aww.  i wanted to watch it xD bleehh. :b iluu
74965,Negative,@bryceavary So no video blogs anymore? 
16479,Negative,@ buhrandee i eat you one time ! haha my hand hurts MORE 
49340,Positive,@amandabonanza I know why! you spelled my account i.d. wrong! Its with three o's 
89333,Positive,@BabeNatasha I just got up. And it's a glorious sunny friday in London and it's a bank holiday weekend. It doesn't get much better 
82409,Positive,@chelsii56 hey Chelsea!  Is Your Arm hurtig from the vaccines we had todayyy?  loveeya
27204,Negative,@afrakkingbet lonely panda is lonely.  no be lonely. Have some tickles!
15344,Negative,"*matt301 had to sell the idea of coming down to the boss, its a no-go  still.. maybe i'll do.. sprints to i chuck?"
5071,Negative, why cant you see that i am upset and hurt right now!!!!!!!!    I need a friend who carez
35615,Positive,@alanb Which is one of the reasons I came up here. 
68010,Positive,@Bookoffski reppin' tuneup with my tshirt 
82828,Negative,@Chet_Cannon aw man that blows!   Hope u feel better!
20884,Negative,@16_mileycyrus i sent demi a message she didnt reply  nor did mile and leila sent a message to lily and she didnt reply  lol
55909,Positive,@BackpackingDad Well I figured start off the week the follows instead of waiting since I might not be on twitter Friday . 
91414,Positive,@BamaIsMe Well thank you...you too 
15445,Positive,".@TimWD Ah yeah, good ol' Britney.... Always amazes me how they get &quot;followers&quot; "
4891,Positive,#euruko let's make some noise with archaeopteryx 
50283,Positive,@aryaditya ohh ok thnx ..will get touch with @benstrider are you listening ?  probably am visitng there next to next weekend !
1845,Negative, i totally know how you feel
7881,Negative,#otalia #bpd podcast is full and the quality online is awful.  Sad! 
83654,Negative,@chillyphilly You staying up/getting up early for Firmware 3.0? Apple finally turns on BT for you 2nd gen users. My 1st Gen misses out 
20848,Negative,"@__mares__ I dont think Dexter's father would approve him getting a passport - not that he cares, just to be difficult "
93367,Positive,"@ChristinaFaith she come in a honda! not a nissan, but a honda! (online tongues)  Glad you enjoyed them! lol"
88585,Positive,@chelsayers headphones 
94070,Negative,@Bdunx i fkcin' love that movie!! ugh!! that movie was so great.. that movie made me tear *sniff  anyways i love that movie 
14950,Negative,..feelings for a person that had already been dishonest. what was i thinking when i thought he'd be a good person that wouldn't lie again 
83399,Positive,@cassiekitsch That last tweat made me laugh.  &amp; Jack is the best. Have you ever had smoothies from there? Me &amp; Jahni know ALL about them.
5780,Negative, no James 2day maybe ill c him 2morrow
91226,Negative,@cocosworld I just fell off my chair at the thought of your naked workouts! Then when I got up off the floor I saw you were only joking! 
8538,Negative, tummyache; bout time 2 exercise &amp; cut greasy foods; time 2 figure out what 2 do bout wrk hrs; im getting ready the ride of a lifetime. &lt;3
87681,Negative,@Chasaveen No? Tuna oysters scallops sounds heavenly. Leftover antipasti from lunch here 
53533,Negative,@AubreyODay AWWWWW man i wanted a call 
93536,Positive,"@CookiezMaMa ok, how sweet was that????  thank youuuuuuuuu"
50735,Negative,@AmberPacific @KristenEnFuego @wsuruthie @gab_iii @EmElEEE THANKS for the follow friday love!!...i still dont have any new friends though 
25187,Negative,@adalaud I SUPER MISS YOU MORE  More more mooore. Aww. Ada day! Haha 
60817,Positive,@Bighaps step your twitter game up bro 
7916,Negative,"#rocketband hay, why are you guys skipping chicago TWICE? not nice. "
80901,Negative,"@cariwayman I know a few people who met guys on there.  I've met a few - Joe, in particular   no one GOOD yet."
69511,Negative,@And_OKeefe. :O Has one less follower 
48364,Negative,@artfulc Im thinking about ordering one as we speak....but i love my bb 
52647,Positive,@aspen_morrigan ohe mah gah I blogged that thanks so much for posting this 
23710,Positive,@abbieupton Thanks sweetie - hey if you smile at @clairemacdonald there might be birthday treats !!!! 
13746,Negative,&quot;please don't...don't make me sleep alone.&quot; i miss you. 
93921,Positive,"@Copperhead8 haha, you're right! We're supercreative "
6034,Negative,#DearApple where are all my #iPhone push apps?? So far I only have AIM 
41776,Positive,@andreafroehlich nothing like a bunch of mold to bring people together 
92765,Positive,"@ComicIDIOT Just wanted to let you know, I did IR photos today of CLOUDS and WATER.  You may now be jealous.  We have clouds. "
39195,Positive,@alyankovic Wow he is great isnt he?  Glad you had a good time
16962,Negative,.....i need a vaccination before i got to the philippines 
75017,Positive,@AnotherA i will play with it 
79732,Positive,"@arrch @Ranneko @sarahcoldheart Oh dear god, no. Not even a slave outfit for Leia!bf.  Ewoks on the other hand... "
98386,Positive,"@coollike http://twitpic.com/6uvwu - well, not really. maybe. with imagination! "
34352,Positive,@ak2176 helloo there! when does your schoool finish??? 9 and a half days for me!!!!  btw do u like tacos???
65844,Negative,@Blatter bad day for me then  #lions #chelsea
75985,Positive,@bunefu congratulations! That is wonderful 
4597,Negative, she fell alseep on me
60971,Negative,@BethM82 yes  enjoy the vaccine!
28968,Positive,@AC_1 Hey Andrew!  Will you follow me?  
33173,Positive,"@aidan_walsh I know, that's the killer part "
65337,Negative,"@BREEawNUHH, You are so mean. "
86627,Positive,@chantelleaustin  Good one  
23900,Positive,@1critic thanks i was trying to make her stare the focus of the icon nice catch there 
61159,Positive,@bex_1210 you have no idea how jealous i am! seein grimmy! meetin jb an wembley! have a good time  tell jb i sed i love them please!
53265,Positive,@B_smak but who is it in relation to? you just randomly said it. so i'm pretty sure.. YOU are the nob 
6262,Negative,#dontyouhate when ur tryin to nap w this headache n the club car outside is pumping OMEGA? Yep I live in wash hts 
29137,Negative,@AceyBongos Erm... and how about the rest of Europe? We are the same region for some things and separate regions for others... 
21109,Negative,@_angeliina yeah... i USED to speak with them... but I drifted XD hahaha. and well from my weird angle...it's looks really immature 
42079,Negative,@Android_Bot yea i had the same feeling i cupcaked mine too and it's pretty swish  even if i have noticed it gets hot quickly 
38181,Negative,@ambo_c Amber!!  I miss you 
15449,Positive,.@TraceyMmm we're all doing #NoUndiesSunday!!! 
60128,Negative,"@bheggs1 yeah my spot in NY. I need to buy a bed, dresser! "
95172,Positive,@cragnet Funny ... I found - and still find - that realplayer renders mp4 better than corePlayer  I use mediacoder to encode the E90 
38708,Positive,@amoxyspasm you talking bout us or the actual theory 
27100,Positive,@aapjerockdt Woah! Cool. You guys are becoming stars man 
36804,Positive,@alexhung Take me with you 
20040,Negative,@_hayles yer there must be-not sure tho-caught it off my brother but got it worse  
61289,Negative,@BiitchyBeauty I dnt see u on my bbm list anymore  where are u?
81022,Positive,@charlottespeech 
97545,Negative,@codyks Well when some of us live out of state it can't just be made happen unfortunately 
66862,Positive,@bmthofficial can't wait till Rock Am Ring!  any chance to see you after or before the show? x
31103,Positive,"@aditya Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit "
50138,Positive,@asianated get your butt on MSN. 
79255,Positive,@cemshid I'd mostly think about the neighborhood at this time 
65270,Positive,@BreannaBanana13 http://twitpic.com/6ef7t - Awesome pic bre!  I have classes all ths wk 4 colorado so I have to go to school from 12:3 ...
82542,Positive,@AshleyOlsen7 yoooooooo LOVE would love to go shooping with you .but im israel  love what you wear
53525,Negative,@AubreeStorm   miss you so much
75238,Negative,@carlothewacko GIAAAAN! long time no everything! we weren't able to meet lahat nung termbreak 
92228,Negative,@ColonelCrockett am only worth $237  my account must really suck...
86012,Positive,@cgand I just left it turned on by accident while traveling  It's ok - I get wimax service starting tomorrow in PDX
34309,Negative,@ak209 not my overseas stuff is it? 
92049,Negative,@barayas i love you too  &lt;3
65138,Negative,"@brazenone I'm watching Wanted lol can you get me Pineapple Express, I lost mine "
70913,Positive,"@byronelliott LOL!  Any pool is worth having on a day like this, paddling or otherwise.  I'm still envious! "
72093,Negative,@angelapanagacos yeah true true. I've been applying for jobs..... buut so far nothing 
34106,Positive,@ajbee lol i know inc @Randyblue 
75810,Positive,@AnthonyNitz   GOOOD Evening/Afternoon Tony which ever comes first! LOL  Tell Kristin I found you!! 
55993,Negative,"@bad_housewife Oh no, our dinner is ready so it will have to go off here too "
83003,Negative,@ashodyer hope you're feeling better!!!  xx
42212,Positive,@andyclemmensen andy i love you 
85703,Negative,@ChrisHangsleben Wow thats it  How about you check out my website and give me a shout out if you like it.
84087,Negative,@chloefletch23 omg i slept through the second half of the tranny programme i knooow and oh believe channel 4 dont show it on catch up 
13695,Positive,.... JUST FINISHED! ...... two full hours of mommy daughter time &amp; tomorrow my sunshine is going to have hair like shirley temple 
36119,Positive,@Alegrya Massive warm and duvetlike bear hugs from me! Chin up buttercup 
14919,Negative,...so did not miss the thunderstorms here. 
40717,Negative,"@AmMarvellous I haven't been near it, but I think it's supposed to be ready to go up at Tuesday's rehearsal. But I won't be there "
98082,Positive,@compelledtoread 
9025,Positive,&quot;a day without laughter is a wasted day&quot;... laughed alot to day.. success 
39632,Positive,@anberlin http://yfrog.com/5pl3bj Nice picture! 
66319,Positive,@BlondeRosalie I apologize for agreeing with @green_i_girl - I got a little thrown off by the visual 
58281,Positive,@BeautifulBeasts Didn't know you had a twitter! Yay! You found me 
95725,Negative,@CJLeBlanc you guys never come to Utah! 
58504,Positive,@Beccaaarr hey  im in school atm ! *sigh ! u up 4 all of us getting going on kyte later ? paula wants us all 2 ! its been empy lately !
95681,Positive,"@CrazyMadThing Re: Chelsea Twibes bkground. I've asked, but expect it involves a whole site re-write. However, I'm working on something "
45531,Negative,@alisabetita nope  cause they said it wont work in my laptop.but i can play it in our PC but the monitors broken ( i wanna play already!
69920,Negative,@brandonlovelace @zachdumbleton @caseyheald i miss you! 
61719,Negative,@billyraycyrus I CAN NOT BELIEVE THAT HE WOULD TALK ABOUT PERSONAL INFO LIKE ITS THAT EASY!! That makes me really mad. 
47008,Positive,@arancinibaby Basically to be out of the house as much as possible lol So that includes work and study. I'll have time nxt yr though. 
17264,Negative,...dnt u jst hate it when ur taking a bath and the water goes cold..... 
7941,Positive,#shaundiviney #shaundiviney #shaundiviney #shaundiviney IS TRENDIEST!!!  #shaundiviney #shaundiviney
47102,Negative,@AprilMaiya I'm not! 
43830,Negative,@AniFrEaK Oh noes   Can you use Heather's to charge yours?
83604,Negative,@child0fthecity your work suuuucks. 
65604,Positive,"@BrentLauren clearly, I'll say/tweet almost anything ... LOL "
67292,Negative,"@bobhallam It's a Fender acoustic. I used to have an Ovation. But, as they tend to do, the neck separated from the body. "
25181,Negative,@4Homes Well furniture is fair enough: it's the morons on the furniture I can't abide. Sorry you haven't any furniture to write about 
9699,Negative,&quot;eat brick kid&quot; lol. watching Home Alone 2: Lost in New York. but it's almost over 
37463,Positive,@alittlegenius Reopening of Bowling Ball 
28858,Positive,@ajmarquez yes! is the new casual friday 
3622,Positive, in love with some guy who lives in miami... Fail!
84076,Negative,@chloechin likewise the half year passed so unknowingly of what I've accomplished! 
25188,Negative,"@adaline_langton Not going either? I thought I'd take a year off from the mud, but now regret it (as I knew I would). "
19979,Negative,"@ MuEpAce09 hey, bring ur laptop w/ you when u come over this way. Mine is dead and gone. No more &quot;Dream Machine.&quot; "
23787,Negative,@abcdude you are a great tweeter! we heart @abcdude! sorry charlie hogged the anchor desk the other day! 
13529,Negative,&quot;Mean old daddy(s)&quot;...LOL!!  Gotta go...work calls  -- Joni Mitchell - Carey http://bit.ly/vKi9T
17103,Negative,@ the mtv movie awards but i don't pay for a publisist so im not on the carpet 
19891,Positive,@_shabbychica Thanks! 
59075,Positive,@benoliver999 Thanks for the recommendation  ^J
45611,Negative,@Anti_Bacon Had bacon in my salad tonight. But no celery. 
69857,Positive,@BrandiHagan yes it is 
78408,Positive,@arcticlass Yep- just memories flooding back from the hot weather  Still one of my favorite summers of all time
52947,Negative,"@asveikau As a hockey fan w/ no clue re: win32 , I am SO curious what that means.  But it's accurate, Sidney Crosby should be invalid  "
17839,Negative,"@_chris_scott_ Did to me, was sunny here too, but clouded over now "
11747,Positive,* my tweeters! It's been such a long day. But I'm blessed to get through it  closing my eyes and getting ready for tmr *
53964,Positive,"@aurik  Well GOOD! The more people who go, the sadder I am. I don't get to go and I hate that Tigor will get to meet my friends before me!"
15744,Negative,".@kswedberg &amp; @NETTUTS, and sadly that plugin has no keyboard support, which form hijaxing should definitely ship with nowadays "
9496,Positive,&quot;Come on Swann you ugly bastard.&quot; (via @JamesTart) didn't realise Proust could arouse such passion 
88396,Positive,@cindy23cindy thanks!! 
21927,Negative,@_J_A_M_E_S I just wish u would say it once 
43537,Positive,"@angiekayz omg girl, i totally didn't see your message, im sorry xD. I'm from the US but I lived in Denmark for about 4 years! "
80729,Positive,@charlesletbette I didn't know until I saw the pic.  I don't think I hung around long. I had the same WTHR shirt and tiny red camera.
73680,Negative,  alright....I admit...I want to go to a concert ((
77795,Positive,@AquaOlogy i've read studies that adding lemon or lime to your water helps in flushing out toxins from the body. another bonus! 
44599,Negative,@Anniexo at least you're not stuck at work taking calls. 
87871,Negative,@ChattyNatty Sorry to hear about your grandma 
97179,Negative,@cndmndrgn thanks! I was so happy to see SF today! yay home! but I'm still sad to not be at Camp Hope with my homies anymore 
56198,Positive,@baileyraetsen aww well good on you  x
24880,Negative,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults "
34108,Negative,@ajbutie not yet  his loss
86177,Negative,"@aurabesh I seriously envy you right now. I grew up wanting to have a motorcycle, but I had the accident before I was old enough. "
39355,Negative,@anaggh ok. sorry  lazy = yes. Diet Coke = no. 
37333,Negative,@alisonhickerson: sorry I missed ur gchat earlier I was in class  please let me know if u need more updates... I can be your Perez Hilton!
71711,Negative,@BrianNippon I have a lot of things to do  I wish I never had to sleep...I'm so busy all the time.
71289,Positive,@andyjih (Trying to avoid putting spoilers in a public feed.  )
85739,Positive,@audgepodge1 LOL!! Thank you! 
27512,Positive,@agkamai I got that earlier too 
20520,Negative,@ work with anxiety...idk but I'm not myself today  I just want to lay in bed n watch tv...
21090,Negative,@1capplegate Oh thanks for the info: I love John Taylor!! Can't wait to watch! So sad about the cancellation 
80787,Positive,"@artylicious  no we don't - great to hear people are talking about us, would be very interested to know how - guess too late "
43894,Negative,"@anima - no, i didn't mean to offend "
72170,Negative,@callumpreston It's been too long and now you're going again 
79543,Negative,@cglade Morning Elvis. So sorry to hear you can't make it to NYC   Hope the other app is good enough to get over it...
49007,Positive,@AshesBorn http://bit.ly/17clWM  i made this today 
79475,Negative,@cfdj71 oh yum! mine is New Zealand Mount Cass Sauvignon Blanc....wish I had some sunshine to go with it though 
16812,Negative,"; weekend  gunna study for my science test, do my socials notes babysit and enjoy the stupid rain thats coming "
92742,Negative,@basantam I'm out of beer sadly  Knew I should have restocked while I was in HiLo this week.
30335,Negative,@adean Having problems finding IResource in your repo? 
27049,Negative,"@AAKB220   Why did bethy do such a nasty thing while ignoring us on here!! that's it, I am gonna get her! HA!  Nighters  soo sorry!"
793,Negative, boro let me down. It's getting very tight.
56521,Negative,@BDEugenio why would you do such a thing and leave me 
7220,Negative,#inaperfectworld i would understand how to use twitter 
41986,Positive,"@AndrewRatcliffe Yes, I even married a couple "
209,Positive, @iamyas awesome
22041,Negative,@3MON3Y It was freaking delicious!!! But I'm still hungry 
53000,Negative,@ayumi_rollan YEAH. AC's fault.  at least you have tacos. =p~~
33930,Negative,@AislingAllum He hasn't arrived yet  Top Gear and trashy daytime TV all the way!
21715,Negative,@_FK_ Mowing down of pedestrians &amp; crashing is not to be recommended. I fear you will have to stick to silence 
35817,Negative,"@alessandrod: dude.. hope you guys are alright, except the home/car "
2504,Positive,- I can't wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.
47053,Negative,@appupdates1 MZFreeProductCode.NotAvailableInCountry_explination 
38205,Positive,@allthatglitrs21 OMG its good you didnt turn around. Ide have fainted lol hope u had fun 
135,Negative, #squarespace brighten my bad day! i never win anything...
33366,Positive,"@aiela the violin can be played AWESOMELY by a 14 year old, just not the ones you're listening to right now. "
61535,Positive,@BillTXBK sounds awesome  come party!
39703,Positive,@AncillaTilia That is one of the best tweets I've seen so far!! 
40521,Positive,"@AmeliaCAye http://twitpic.com/7hinz - OH MY GOSH, I DON'T BELIEVE! YOU'RE SO PRETTY  I LOVE YOU SO MUCH MILLY! YOU'RE MY DIVA â¥ THE B ..."
40218,Positive,"@amankevin Yaaay you have this awesome Pic here, too !  It's soo damn cute. But you already know it.haha"
80526,Positive,@char_x3 haha naah ofc ur my best friend char 
27680,Negative,@aaronfuller I didn't write it luv so someone on my team has.  xxxx
56826,Positive,@beasubido replay lang lol 
50851,Positive,@ambroset Brats to throw on the grill?  What...are the children misbehaving *that* badly?  
37043,Negative,@aliceirene I do!!  I'm not in yo citaaay though.  
10981,Negative,&quot;Twitter is over capacity. Too many tweets! Please wait a moment and try again.&quot; Delay now over and I forgot what I was going to say 
820,Positive,=-- chilling with my niggahz Haley and Dylan
53405,Negative,@babiijai i don't know how to twitpic!!!! 
20924,Positive,"@_neon_blonde_  ha, that's so true "
62256,Positive,@BJP69 yes wasn't it awesome 
61544,Positive,@bibendum_iwa The Appliance Generation ã?§ã?ã?­ 
79509,Positive,"@CamsStar17 anyway, yeahh...I'll come with mom to enrollment tomorrow....I might see you guys there "
19160,Negative,; just gotta get through tomrw.....goota just get by tomrw 
52510,Negative,"@aslammemon Actually I made it animated gif http://twitpic.com/2mu2y, but twitter dont support animated... "
56651,Negative,"@BarackObama @edmunds I was wrong,car prices R inflated like house$. Not even #cash for clunkers brings them in range 4average Joe/Jane "
51830,Negative,@Ammirelle yeah me too 
29685,Negative,@akr93 i saw that! i dont think im going to go though 
21798,Positive,@_haleybehne_ LOL   i didnt know it was there yesterday aha!  so do you like it ? 
86240,Positive,"@chrispirillo if you are happy, then I am happy "
73273,Positive,@candacebee ur too funny 
62468,Positive,"@blacknight010 the jerk u r! YES.......manaum, areej and rameen "
9144,Positive,&quot;Arsenic and Old Lace&quot; is on tv! One of my favorite old movies - I can't believe it  So perfect for bewitching hour.
72955,Negative,@Britt_W Miaow! Looking out for the fox in the garden 
25462,Negative,@adammurlewski damn that looks like fun! I'm still hanging about in the West Country when there's so much going on at home unfortunately 
54768,Positive,@bamaisme said follow u so i did @redbonedime 
25021,Positive,@420thoughts you can do plenty with already vaped bud 
96191,Negative,"@CrisiLouise m good, got go get stuff for lunch, this morn has been a washout, not much sleep cos Art is ill "
42409,Positive,@angedmondson I guess you can enter as many times as you'd like 
4941,Negative, time for work!
5509,Negative, Me and @mightymarlz didn't manage to get the #Sims3 pre-order cards. Maybe we'll be able to get the Collector's Edition tomorrow anyway.
93202,Positive,@christianeee cookout!!! 
2891,Negative, I miss my iPhone
43405,Positive,@angelwarnerl hey there 
40819,Positive,@amour_kiana: fuck da haters! Just release yo inna child  haha
30681,Positive,@ale_chihiro heeeyy ale! i love your pic! haha youu look soo freakin' happy and glad to finally see them!  lol
95928,Negative,"@Claireeee09 i shall, its pretty fab!!!! i know, no photo evidence of him ANYWHERE!!!! sucks. urgh damn you and ur tv with good channels "
39946,Positive,@amandabynes hi amanda ! I love you. your'e so funny on Hairspray movie. your'e voice are good. please repp 
80433,Negative,@cardfan37214 lucky you mine haven't bloomed yet 
56274,Positive,@ballinforsure lmaooo good glad to know 
78978,Negative,@callumchapman: Shoot! Bad weather sucks! We're probably gettin a few storms 2 this week  Happy Sunday!
12487,Positive,*sigh* I had the Best Day Ever with Adam. 
6636,Positive,#followfriday @atarikari just because she's good Twitter people. 
83521,Positive,@asnarehman22 Me too 
49708,Negative,"@Art1stAnna Yeah, he's not very free with the fun lately! Does that explain my dizzy behavior? It's all a ruse to get me into bed. "
39840,Negative,@andilley not even your sister will see you walk 
69838,Positive,@bunnytenenbaum Hey thanks for the tip! Someone's gone to the store for me so they're gonna see if they can find it 
98970,Positive,@cparente That's awesome your team is out there today!  Good luck to you all! 
90477,Positive,@backstreetboys fellas would u mind calling my say now# and leave a message maybe some advise  407- 545-6587 myspace.com/mannybluesmusic
55287,Negative,@B_of_NardandB soooo not fair 
68897,Negative,@ananamilk i have so many blanks in my socpsych + radio notes cos i didn't pay attention 
12459,Negative,&quot;A university education will be free to every man and every woman&quot;  http://bit.ly/12URYh
92415,Positive,@chrishasboobs I love you do you love me if you don't send me anything back I will make a vid and say you have...something 
64849,Positive,@brand2930420 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
41062,Negative,@amykate wow nice spread! I do mean the food. and me without an invite 
11152,Positive,#myweakness Any @SongzYuuup song! His voice sends a chill down my spine...yuuuuuuup! 
86671,Positive,"@ChrisTheEpic: hmmm, welll I think you should just tellll me. cause that would be nice. &amp; i dont fail. "
86922,Negative,@charelblessed  I'm depressed again 
76804,Positive,"@aplusk I don't care what people say, I like what happens in vegas "
69358,Positive,@bradiewebbstack supernatural getting boring these days. i have 1st and 2nd season which is the best ones 
31115,Negative,@adzada actually it was conditioner &amp; didn't realize it was still there till i tried to dry my hair! then i had to get back in. not fun 
31277,Positive,@AerithG7 what up! you seem in a very good mood today 
61781,Positive,"@BigCityDiner its all good, understand you had to man the fort.  I'm looking forward to next week."
84539,Negative,"@Cattington No, not yet,.... lots of wind and rain and cold  How are you my friend?"
77987,Positive,"@caffeposto recruit!  the aliens will only return for us if we can... er, um, tell them Twitter is very fun "
92863,Positive,@chrisspooner  oh so great . thnx  any idea making a tutorial how to draw such arrows around spheres ?i will luv it - so do many others
11117,Positive,&quot;We'll be a beets cover band&quot;. I would pay money to see that 
62235,Positive,"@BJCarter BJJJJJ, you are a grace, I love you "
51360,Negative,"@atmc35 He has a little bug. Coughing a lot, can't sleep. A little temp too. Mostly he's tired. "
57859,Negative,@bdjsb7 Well excuse me!! It'll never happen again 
81511,Negative,"@chcuk ya, 2 hours of being drilled and practice haha I hope the guys get there on time to watch me race  wouldn't it be something if I..."
50170,Positive,"@ArunBasilLal Yep, I am totally happy with it...I will most probably put a post on how I use...the keyboard shortcuts make life simple "
50261,Positive,@amassingham Thanks 
99260,Positive,"@crazyfirebolt Haha, Kitty, you're welcomeee!  Anything for David! Anyway, I think I'll meet you near HCI, if it's okay with you! "
64913,Positive,@BrandonDaBalla L0l I Knew You Were Gonna Say That ! That Video Is.. Wow. But I'll Try To Be Here So I Can Watch. 
734,Positive," ;) Butterfly Day (Jun 19, 2009) #Holiday"
58876,Positive,@BeckyKingston what did you think of Hollys performance I thought she was amazing 
10515,Positive,&quot;they're homorific! just homorific!&quot; hahahah 
71599,Positive,@caitlinaudrey wish you were too! FTSK would be awesome! I'll do a proper state hop eventually  Which thread is the ATL thing in?
27736,Positive,@AaronMinick just call him the Six million dollar little boy!  That's about what hell cost you 
3447,Positive," It makes the format tighter. I prefer it now. @LorelieBrown new to me, then. lol I only started getting &quot;serious&quot; about my writing..."
86327,Positive,@chadparsons Yeah i am in love with the show 
36108,Negative,"@aleenia Please Aleenia, I know you are not customer support, but I really need your help, My yicket wont get looked at as im non prem  !x"
98513,Negative,@coreygledhill aha I know. 
16649,Positive,... one of the benefits of buying a new home... 
89048,Positive,"@cjrider Assume!  I'll watch the trophy presentation though, esp after Fed's gut-wrenching one @ Aussie Open."
1041,Positive," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
